max time for a PostVersionList measured (text), p_140861, p_326440, p_1109108, p_2581754, p_3145655, p_3758880, p_5445161, p_5599842, p_9855338, p_26196831
rkrGstShingle2DiceVariantMinMatchLength1, 0, 67, 2, 1, 11, no result, 9, 0, 6, 0
winnowingTokenJaccard, 0, 5, 0, 0, 1, 0, 1, 0, 0, 0
rkrGstShingle3JaccardMinMatchLength2, 0, no result, 3, 1, 12, no result, 11, 0, 7, no result
rkrGst5GramOverlapMinMatchLength3, 0, 718, 21, 4, 87, 2, 78, 0, 62, 5
diceVariantShingles2, 0, 12, 0, 0, 2, no result, 2, 0, 1, 0
diceNormalizedPadding4grams, 0, 20, 1, 1, 3, 0, 5, 0, 3, 0
diceVariant2Grams, 0, 13, 1, 0, 2, 0, 2, 0, 1, 0
rkrGstNormalized4GramDiceVariantMinMatchLength1, 0, 630, 21, 5, 65, 2, 71, 0, 49, 4
rkrGstNormalized2GramDiceMinMatchLength1, 0, 602, 17, 4, 54, 1, 58, 0, 41, 3
rkrGstTokenJaccardMinMatchLength1, 0, 50, 1, 0, 8, 0, 7, 0, 5, 0
diceNormalized5Grams, 0, 20, 1, 0, 3, 0, 4, 0, 3, 0
dice2Grams, 0, 13, 1, 0, 2, 0, 2, 0, 2, 0
longestCommonSubsequenceShingle2FingerprintNormalized, 0, 21, 1, 1, 4, no result, 4, 0, 3, 0
longestCommonSubsequence4GramFingerprintNormalized, 0, 76, 5, 0, 10, 0, 22, 0, 11, 0
overlapShingles3, 0, no result, 1, 1, 2, no result, 3, 0, 2, no result
rkrGstNormalized4GramDiceVariantMinMatchLength2, 0, 566, 18, 4, 53, 1, 60, 0, 41, 4
diceVariantNormalizedPadding4grams, 0, 20, 1, 2, 3, 0, 4, 0, 3, 0
jaccardNormalizedShingles2, 0, 22, 1, 1, 4, no result, 4, 0, 3, 0
winnowing5GramDice, 0, 15, 1, 0, 3, 0, 5, 0, 2, 1
jaccardNormalized2Grams, 0, 30, 2, 1, 3, 0, 18, 0, 4, 0
diceNormalizedPadding3grams, 0, 20, 1, 1, 3, 0, 4, 0, 3, 0
longestCommonSubsequence5GramFingerprintNormalized, 0, 78, 5, 0, 9, 0, 18, 0, 8, 0
rkrGstNormalized2GramDiceVariantMinMatchLength1, 0, 536, 16, 4, 51, 1, 61, 0, 40, 3
winnowingNormalizedShingle3Jaccard, 0, 22, 1, 1, 4, no result, 4, 0, 3, no result
rkrGst5GramJaccardMinMatchLength3, 0, 708, 20, 6, 76, 2, 78, 0, 56, 4
overlapNormalized4Grams, 0, 20, 1, 0, 3, 0, 4, 0, 3, 0
rkrGstNormalized5GramDiceVariantMinMatchLength1, 0, 602, 19, 4, 66, 1, 70, 0, 48, 4
rkrGst5GramJaccardMinMatchLength1, 0, 775, 21, 5, 97, 3, 87, 0, 71, 5
rkrGstTokenDiceVariantMinMatchLength2, 0, 67, 1, 0, 7, 0, 6, 0, 4, 0
diceShingles3, 0, no result, 1, 0, 3, no result, 3, 0, 2, no result
longestCommonSubsequence2GramFingerprintNormalized, 0, 97, 6, 0, 10, 0, 22, 0, 10, 1
winnowingTokenOverlap, 0, 5, 0, 1, 1, 0, 1, 0, 0, 0
rkrGst2GramDiceVariantMinMatchLength3, 0, 679, 20, 4, 68, 1, 72, 0, 51, 4
rkrGstNormalized3GramJaccardMinMatchLength3, 0, 535, 18, 4, 50, 1, 60, 0, 42, 3
optimalAlignment2GramFingerprintNormalized, 0, 185, 12, 1, 22, 0, 44, 0, 24, 1
overlap2Grams, 0, 15, 1, 0, 2, 0, 2, 0, 1, 0
rkrGstNormalized5GramJaccardMinMatchLength1, 0, 631, 19, 5, 63, 2, 71, 0, 50, 4
overlapNormalizedTokens, 0, 24, 2, 2, 3, 0, 4, 0, 3, 0
rkrGstNormalizedTokenOverlapMinMatchLength3, 0, 49, 1, 0, 8, 0, 6, 0, 4, 0
rkrGstNormalized3GramDiceMinMatchLength1, 0, 548, 19, 4, 54, 1, 63, 0, 43, 3
levenshteinStandard, 0, 94, 6, 0, 12, 0, 23, 0, 11, 0
diceVariantNormalized3Grams, 0, 21, 1, 0, 3, 0, 4, 0, 3, 0
manhattanNormalizedShingles2, 0, 23, 1, 1, 5, no result, 5, 0, 3, 0
diceVariantNormalized4Grams, 0, 20, 1, 0, 3, 0, 5, 0, 3, 0
rkrGst3GramOverlapMinMatchLength2, 0, 732, 21, 4, 87, 2, 85, 0, 63, 4
rkrGstNormalized2GramOverlapMinMatchLength1, 0, 644, 18, 4, 66, 2, 67, 0, 41, 3
rkrGstNormalized3GramDiceMinMatchLength3, 0, 511, 17, 4, 48, 1, 59, 0, 40, 3
optimalAlignmentShingle2FingerprintNormalized, 0, 26, 1, 1, 4, no result, 5, 0, 4, 0
overlap4Grams, 0, 17, 1, 0, 3, 0, 3, 0, 2, 0
rkrGstNormalizedShingle2OverlapMinMatchLength3, 0, 75, 3, 1, 13, no result, 15, 0, 11, 1
optimalAlignmentShingle3Fingerprint, 0, no result, 1, 0, 4, no result, 3, 0, 2, no result
diceVariant4Grams, 0, 17, 1, 0, 2, 0, 3, 0, 2, 0
rkrGstNormalized5GramDiceMinMatchLength2, 0, 550, 19, 4, 56, 1, 64, 0, 45, 3
longestCommonSubsequenceNormalized, 0, 181, 11, 1, 29, 0, 44, 0, 21, 1
cosineNormalizedTokensNormalizedTermFrequency, 0, 10, 0, 0, 2, 0, 2, 0, 1, 0
diceVariantNormalizedShingles3, 0, 22, 1, 1, 4, no result, 4, 0, 4, no result
dice5Grams, 0, 17, 1, 0, 2, 0, 3, 0, 2, 0
dice3Grams, 0, 15, 1, 0, 2, 0, 3, 0, 2, 0
rkrGst3GramOverlapMinMatchLength1, 0, 681, 20, 5, 76, 2, 78, 0, 57, 4
rkrGstNormalized3GramDiceVariantMinMatchLength1, 0, 578, 18, 5, 59, 1, 66, 0, 44, 4
overlap3Grams, 0, 15, 1, 0, 2, 0, 3, 0, 2, 0
overlapTokens, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0
cosineNormalizedShingle2TermFrequency, 0, 24, 2, 1, 4, no result, 5, 0, 3, 0
cosineNormalized5GramsBool, 0, 35, 2, 1, 6, 0, 7, 0, 5, 1
winnowingNormalizedShingle2Overlap, 0, 20, 1, 1, 4, no result, 4, 0, 3, 0
rkrGstNormalized2GramJaccardMinMatchLength1, 0, 553, 17, 4, 58, 2, 60, 0, 43, 3
rkrGst2GramJaccardMinMatchLength1, 0, 670, 20, 5, 71, 2, 78, 0, 54, 4
rkrGst2GramDiceVariantMinMatchLength2, 0, 617, 20, 5, 66, 2, 67, 0, 52, 4
rkrGst3GramDiceMinMatchLength1, 0, 714, 21, 5, 75, 2, 79, 0, 54, 4
diceNormalized4Grams, 0, 21, 1, 0, 3, 0, 4, 0, 3, 0
rkrGstNormalized2GramOverlapMinMatchLength2, 0, 512, 17, 3, 50, 1, 59, 0, 38, 3
rkrGst5GramJaccardMinMatchLength2, 0, 745, 22, 5, 83, 2, 86, 0, 64, 5
jaccardShingles2, 0, 14, 0, 0, 2, no result, 2, 0, 1, 0
winnowingNormalizedTokenDice, 0, 9, 0, 0, 1, 0, 2, 0, 1, 0
winnowing2GramDiceVariant, 0, 16, 1, 0, 2, 0, 3, 0, 2, 0
